Test_ID,Predicted_Reference_Parameter,Validity_Label,Interval_95_Lower,Interval_95_Upper,Interval_Width,Interval_Margin,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Anomaly_Score,Reason,Fault_Detected,Fault_Type,Fault_Sensor,Fault_Severity,Fault_Reason,Fault_Confidence,Mahalanobis_Distance,Cross_Sensor_Inconsistent,Contributing_Sensors,Multivariate_Anomaly_Score,S1_Residual,S2_Residual,S3_Residual,SHAP_Increased_Hotspot,SHAP_Decreased_Hotspot
TST-0242,21.3611,Valid,19.9239,22.7983,2.8744,1.4372,28.9936,39.5322,35.629,18.4222,16.4776,14.802,21.6952,50.5526,0.1563,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.742,False,None,0.742,0.02,0.156,0.136,Sensor_S2; Terminal_TempRise_Mean; Ambient_Plus_Terminal; Sensor_S3,Load_Current_A; Temp_Gradient_S2_S1; Power_Proxy_kVA
TST-0158,13.0298,Valid,11.5926,14.467,2.8744,1.4372,9.162,42.3854,18.7283,15.992,6.7208,7.2993,8.1637,47.348,0.7501,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.343,False,None,2.343,-0.376,-0.75,-0.696,Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0078,44.9077,Valid,43.4705,46.3449,2.8744,1.4372,20.0977,102.4123,39.0193,17.3209,15.7101,17.0202,19.0326,43.2151,0.1256,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.379,False,None,0.379,0.057,0.093,0.126,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Test_Duration_min; Sensor_S4; Applied_Voltage_kV
TST-0120,22.9503,Invalid,21.5131,24.3875,2.8744,1.4372,9.7496,62.3193,40.9615,54.4131,,10.1076,10.4031,39.3484,10.0,Missing readings in critical sensors: Sensor_S1,True,Missing Critical Sensor,Sensor_S1,Critical,Channel communication loss or unrecorded sensor in Sensor_S1,100.0% (Deterministic Rule),0.0,False,None,0.0,0.0,0.16,0.178,Ambient_Plus_Terminal; Test_Duration_min; Applied_Voltage_kV; Ambient_Temperature_C,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0093,30.8975,Valid,29.4603,32.3347,2.8744,1.4372,11.4736,84.5312,39.945,6.3344,10.3595,12.6319,12.247,34.19,0.1999,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.433,False,None,1.433,-0.169,0.2,-0.192,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Applied_Voltage_kV,Sensor_S2; Power_Proxy_kVA; Test_Duration_min
TST-0051,15.7968,Valid,14.3596,17.234,2.8744,1.4372,12.013,57.6507,29.7992,14.7275,8.6408,9.5806,10.5032,52.4073,0.9566,Normal Operating Condition,True,Calibration Drift,Sensor_S3,Warning,Sensor_S3 shows borderline persistent bias of 0.96 deg C,98.3% (Z=2.39),2.737,False,None,2.737,-0.666,-0.751,-0.957,Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0010,15.9398,Valid,14.5026,17.377,2.8744,1.4372,19.985,31.075,21.0449,9.8098,11.4768,10.3583,15.1801,47.3264,0.4613,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.98,False,None,1.98,-0.191,-0.461,-0.128,,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
TST-0013,52.048,Valid,50.6108,53.4852,2.8744,1.4372,30.2497,104.3665,40.4343,59.9019,20.9392,21.0575,25.7654,38.8897,0.4631,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=2.40),2.405,False,None,2.405,0.306,0.463,0.188,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA,Applied_Voltage_kV; Sensor_S4
TST-0049,15.0349,Valid,13.5977,16.4721,2.8744,1.4372,9.2106,45.8648,32.5464,12.1243,7.4061,8.3853,8.9151,57.9413,0.1476,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.757,False,None,1.757,0.094,0.023,-0.148,Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0041,17.5862,Valid,16.149,19.0234,2.8744,1.4372,25.6283,17.0443,23.9644,33.0057,13.5774,11.1713,18.0902,71.4974,0.4008,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.496,False,None,1.496,-0.026,-0.401,-0.179,Terminal_TempRise_Mean; Sensor_S3; Test_Duration_min; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
TST-0055,31.6812,Valid,30.244,33.1184,2.8744,1.4372,27.5758,85.1272,28.4498,19.7583,18.0988,17.6798,22.8282,49.4384,0.3558,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=1.94),1.944,False,None,1.944,-0.191,-0.356,-0.067,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Temp_Gradient_S2_S1
TST-0012,20.505,Valid,19.0678,21.9422,2.8744,1.4372,25.9218,56.0441,23.1709,32.1633,16.2874,14.8742,20.715,52.021,0.3939,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.299,False,None,2.299,0.394,-0.117,0.328,Sensor_S2; Terminal_TempRise_Mean; Power_Proxy_kVA; Test_Duration_min,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0127,48.4755,Valid,47.0383,49.9127,2.8744,1.4372,25.3972,106.7745,30.7686,35.3221,18.2694,18.9741,22.384,48.0167,0.1701,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=0.79),0.788,False,None,0.788,-0.168,-0.152,-0.17,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S4
TST-0225,26.6706,Valid,25.2334,28.1078,2.8744,1.4372,19.0288,74.3826,37.5924,9.4547,13.4877,14.2045,16.4055,38.277,0.4241,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.01,False,None,2.01,-0.108,0.03,-0.424,Ambient_Plus_Terminal; Sensor_S2; Temp_Gradient_S2_S1; Terminal_TempRise_Mean,Load_Current_A; Test_Duration_min; Power_Proxy_kVA
TST-0050,23.4441,Valid,22.0069,24.8813,2.8744,1.4372,29.9168,65.3533,18.0,10.7333,18.0096,16.5584,22.662,42.8509,0.7715,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.432,False,None,2.432,-0.314,-0.602,-0.772,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Ambient_Plus_Terminal; Ambient_Temperature_C
TST-0172,34.9271,Invalid,33.4899,36.3643,2.8744,1.4372,22.7921,88.3424,46.6635,14.4081,15.9238,,19.6802,41.7033,10.0,Missing readings in critical sensors: Sensor_S2,True,Missing Critical Sensor,Sensor_S2,Critical,Channel communication loss or unrecorded sensor in Sensor_S2,100.0% (Deterministic Rule),0.0,False,None,0.0,-0.247,0.0,-0.276,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA; Ambient_Temperature_C,Temp_Gradient_S2_S1; Sensor_S2; Test_Duration_min
TST-0079,32.6488,Valid,31.2116,34.086,2.8744,1.4372,25.224,87.5229,29.3254,41.6487,17.7487,17.3913,22.1395,43.6934,0.649,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.342,False,None,2.342,0.455,-0.037,0.649,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Temp_Gradient_S2_S1
TST-0046,22.2193,Valid,20.7821,23.6565,2.8744,1.4372,8.7152,70.4911,34.2776,40.8674,8.4062,10.4798,10.0985,49.9398,0.1935,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.153,False,None,1.153,-0.025,0.193,0.139,Temp_Gradient_S2_S1; Test_Duration_min; Applied_Voltage_kV; Sensor_S4,Sensor_S2; Load_Current_A; Ambient_Plus_Terminal
TST-0325,18.3921,Valid,16.9549,19.8293,2.8744,1.4372,26.9438,20.0922,25.9292,27.2931,14.3267,12.0362,19.4761,40.4582,0.2489,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.417,False,None,2.417,-0.076,-0.249,0.205,Terminal_TempRise_Mean; Temp_Gradient_S3_S1; Sensor_S1; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0280,21.2077,Valid,19.7705,22.6449,2.8744,1.4372,18.7658,43.8116,47.0126,28.5157,11.9664,11.9447,15.6788,55.2628,0.5304,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.942,False,None,1.942,0.181,0.462,0.53,Ambient_Plus_Terminal; Ambient_Temperature_C; Terminal_TempRise_Mean; Sensor_S4,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0140,15.2274,Valid,13.7902,16.6646,2.8744,1.4372,16.2125,23.9017,28.2074,22.751,9.142,8.6161,12.1774,68.9194,0.3337,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.477,False,None,1.477,-0.32,-0.292,-0.334,Temp_Gradient_S3_S1; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0244,48.6774,Invalid,47.2402,50.1146,2.8744,1.4372,25.454,100.7206,45.1946,35.1069,18.105,18.9018,22.284,52.5979,5.0,Identical duplicate operational setpoint with conflicting record,True,Duplicate Setpoint Conflict,Multiple,Critical,Test bench data acquisition logged duplicate operational setpoints with conflicting records,100.0% (Deterministic Rule),1.166,False,None,1.166,-0.026,0.271,-0.008,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA,Temp_Gradient_S3_S1
TST-0203,21.2962,Valid,19.859,22.7334,2.8744,1.4372,26.156,40.1803,41.1864,22.3833,15.0229,13.9633,19.6165,52.9373,0.241,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.375,False,None,1.375,-0.109,0.241,-0.138,Sensor_S2; Ambient_Plus_Terminal; Terminal_TempRise_Mean; Sensor_S1,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1
TST-0238,18.3008,Valid,16.8636,19.738,2.8744,1.4372,22.5266,18.783,40.9927,35.1327,12.4443,11.0679,16.5357,51.3308,0.4175,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.81,False,None,1.81,0.234,0.417,0.189,Ambient_Plus_Terminal; Test_Duration_min; Sensor_S4; Temp_Gradient_S3_S1,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0092,28.5864,Valid,27.1492,30.0236,2.8744,1.4372,10.0499,86.274,35.6335,6.2022,9.7052,11.9159,11.5846,,0.2363,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.182,False,None,2.182,-0.236,-0.173,-0.019,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Ambient_Temperature_C,Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0307,13.8399,Valid,12.4027,15.2771,2.8744,1.4372,11.5891,15.6856,38.2051,27.3734,6.6011,6.7593,8.708,42.644,0.4033,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.869,False,None,1.869,-0.189,0.144,-0.403,Applied_Voltage_kV; Ambient_Temperature_C,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0176,28.8455,Valid,27.4083,30.2827,2.8744,1.4372,27.9527,84.9018,18.0,19.5788,17.9247,17.1501,22.2663,48.3531,0.9963,Normal Operating Condition,True,Calibration Drift,Sensor_S2,Warning,Sensor_S2 shows borderline persistent bias of 1.00 deg C,99.8% (Z=3.05),3.089,False,None,3.089,-0.534,-0.996,-0.862,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Ambient_Temperature_C; Temp_Gradient_S2_S1
TST-0115,17.7964,Invalid,16.3592,19.2336,2.8744,1.4372,25.31,21.5097,30.379,12.4579,13.3257,11.1371,9.1531,54.1036,9.1306,Sensor_S3 physical deviation (9.13 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S3,Critical,Sensor_S3 registered negative drop of 9.13 deg C below expectation (potential loose thermocouple),"100.0% (Z=22.81, residual=9.13 C)",54.556,True,Sensor_S3,54.556,-0.371,-0.705,-9.131,Terminal_TempRise_Mean; Sensor_S1; Sensor_S4,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
TST-0028,14.7064,Invalid,13.2692,16.1436,2.8744,1.4372,21.0995,59.2702,27.5547,42.5243,11.9225,6.1381,17.8292,52.7985,7.4644,Sensor_S1 physical deviation (1.83 deg C > threshold 1.25); Sensor_S2 physical deviation (7.46 deg C > threshold 1.25),True,Other Sensor Anomaly,"Sensor_S1, Sensor_S2",Critical,"Simultaneous multi-sensor deviation on Sensor_S1, Sensor_S2",100.0% (Max Z=22.85),37.479,True,"Sensor_S2, Sensor_S1",37.479,-1.834,-7.464,0.406,Test_Duration_min; Temp_Gradient_S3_S1; Sensor_S3; Sensor_S4,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0317,19.1601,Valid,17.7229,20.5973,2.8744,1.4372,14.3596,61.3514,40.6721,46.5558,10.7274,11.6334,13.5321,64.8251,0.3699,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.504,False,None,1.504,0.091,0.178,0.37,Ambient_Plus_Terminal; Test_Duration_min; Temp_Gradient_S2_S1; Sensor_S4,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0251,38.6306,Valid,37.1934,40.0678,2.8744,1.4372,17.9426,99.8618,23.0317,44.8135,14.6824,15.782,17.5555,44.0474,0.204,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.511,False,None,1.511,0.204,-0.185,0.17,Load_Current_A; Power_Proxy_kVA; Sensor_S2; Temp_Gradient_S2_S1,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S4
TST-0301,14.7594,Valid,13.3222,16.1966,2.8744,1.4372,17.3698,20.2235,25.3929,15.9878,9.3412,8.3056,12.509,32.0366,0.689,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.483,False,None,2.483,-0.474,-0.689,-0.57,Sensor_S4; Sensor_S3; Temp_Gradient_S3_S1; Applied_Voltage_kV,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal
TST-0116,36.8543,Valid,35.4171,38.2915,2.8744,1.4372,31.0205,87.1916,39.2999,48.8929,20.1083,19.5905,25.2985,49.9431,0.1914,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=0.68),0.68,False,None,0.68,0.051,0.191,0.071,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA,Temp_Gradient_S2_S1; Applied_Voltage_kV
TST-0056,24.3621,Valid,22.9249,25.7993,2.8744,1.4372,30.7103,34.1418,47.1514,43.3094,16.9376,15.2111,22.5632,50.3125,0.4319,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.96,False,None,1.96,-0.047,0.432,0.158,Ambient_Plus_Terminal; Sensor_S2; Ambient_Temperature_C; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Power_Proxy_kVA
TST-0166,27.4327,Valid,25.9955,28.8699,2.8744,1.4372,11.4367,83.0082,32.1293,35.1406,10.367,12.468,12.3784,58.0808,0.1783,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.004,False,None,1.004,-0.06,0.178,0.039,Load_Current_A; Temp_Gradient_S2_S1; Applied_Voltage_kV; Sensor_S4,Ambient_Plus_Terminal; Sensor_S2; Power_Proxy_kVA
TST-0247,32.9138,Valid,31.4766,34.351,2.8744,1.4372,16.8593,89.6209,32.1454,36.4665,13.3082,14.458,15.9008,53.1133,0.2771,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.084,False,None,1.084,-0.086,-0.264,-0.277,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1; Sensor_S2,Ambient_Plus_Terminal; Ambient_Temperature_C; Sensor_S1
TST-0291,27.5538,Valid,26.1166,28.991,2.8744,1.4372,19.9802,70.4893,40.1659,56.5327,14.104,14.4315,17.688,37.9299,0.4348,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.101,False,None,1.101,0.266,0.261,0.435,Ambient_Plus_Terminal; Sensor_S2; Test_Duration_min; Terminal_TempRise_Mean,Load_Current_A; Power_Proxy_kVA; Applied_Voltage_kV
TST-0167,30.001,Invalid,28.5638,31.4382,2.8744,1.4372,31.8268,69.7911,39.2006,23.2588,19.2659,18.1398,,49.1798,10.0,Missing readings in critical sensors: Sensor_S3,True,Missing Critical Sensor,Sensor_S3,Critical,Channel communication loss or unrecorded sensor in Sensor_S3,100.0% (Deterministic Rule),0.0,False,None,0.0,-0.219,-0.057,0.0,Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Test_Duration_min
TST-0313,47.5589,Valid,46.1217,48.9961,2.8744,1.4372,31.984,103.9042,30.1441,32.3614,21.6564,21.0795,26.7784,39.7729,0.2159,Normal Operating Condition,True,Genuine High-Temperature Operation,None (Equipment Alert),Warning,Sensors remain within physical residual bounds (|e| <= 1.25 deg C) and are jointly consistent; elevated temperature is consistent with high load rather than a sensor fault.,Physical Equilibrium Confirmed (MD=1.52),1.519,False,None,1.519,0.216,-0.074,0.101,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Temp_Gradient_S2_S1; Ambient_Plus_Terminal; Ambient_Temperature_C
TST-0105,13.9828,Valid,12.5456,15.42,2.8744,1.4372,9.1839,23.9608,37.1302,33.8431,6.2038,6.8954,7.9787,49.1978,0.4058,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.923,False,None,1.923,0.112,0.406,0.016,Test_Duration_min; Applied_Voltage_kV; Temp_Gradient_S2_S1; Ambient_Temperature_C,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0104,20.8085,Valid,19.3713,22.2457,2.8744,1.4372,25.1518,58.5964,25.5949,36.0975,15.9758,14.817,20.335,29.8962,0.3209,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.809,False,None,1.809,0.311,-0.126,0.321,Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean; Test_Duration_min,Load_Current_A; Ambient_Plus_Terminal; Temp_Gradient_S2_S1
TST-0045,35.4449,Valid,34.0077,36.8821,2.8744,1.4372,28.9489,83.3721,40.7141,25.3166,18.7208,18.383,23.7453,64.5864,0.1315,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.47,False,None,1.47,-0.132,0.023,0.048,Load_Current_A; Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA,Temp_Gradient_S2_S1; Applied_Voltage_kV; Test_Duration_min
TST-0289,44.165,Valid,42.7278,45.6022,2.8744,1.4372,16.163,107.2593,23.834,9.7187,13.6806,15.2232,16.2027,57.1252,0.7594,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.708,False,None,2.708,-0.351,-0.759,-0.396,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S2_S1; Sensor_S2,Ambient_Plus_Terminal; Ambient_Temperature_C; Test_Duration_min
TST-0048,27.1823,Valid,25.7451,28.6195,2.8744,1.4372,24.2808,63.8492,37.0923,37.6131,15.7549,15.3942,20.1458,37.8754,0.436,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.193,False,None,1.193,0.219,0.305,0.436,Sensor_S2; Ambient_Plus_Terminal; Power_Proxy_kVA; Terminal_TempRise_Mean,Load_Current_A; Temp_Gradient_S2_S1; Temp_Gradient_S3_S1
TST-0110,18.4562,Valid,17.019,19.8934,2.8744,1.4372,17.6361,52.1512,35.5657,19.1301,11.5861,11.9157,14.7651,44.8691,0.1161,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.951,False,None,0.951,-0.116,0.113,-0.064,,Load_Current_A; Power_Proxy_kVA; Sensor_S2
TST-0037,39.767,Invalid,38.3298,41.2042,2.8744,1.4372,23.8678,102.2678,28.4244,27.8679,14.2703,13.8133,21.5493,37.6753,4.4017,Sensor_S1 physical deviation (3.18 deg C > threshold 1.25); Sensor_S2 physical deviation (4.40 deg C > threshold 1.25),True,Other Sensor Anomaly,"Sensor_S1, Sensor_S2",Critical,"Simultaneous multi-sensor deviation on Sensor_S1, Sensor_S2",100.0% (Max Z=13.47),35.937,True,"Sensor_S1, Sensor_S2",35.937,-3.185,-4.402,0.208,Load_Current_A; Power_Proxy_kVA; Temp_Gradient_S3_S1; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Sensor_S2; Temp_Gradient_S2_S1
TST-0305,18.6496,Valid,17.2124,20.0868,2.8744,1.4372,23.876,25.1723,29.688,53.4562,13.6811,11.9802,18.1529,51.3542,0.6167,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.815,False,None,1.815,0.471,0.321,0.617,Test_Duration_min; Terminal_TempRise_Mean; Sensor_S3,Load_Current_A; Ambient_Plus_Terminal; Power_Proxy_kVA
TST-0240,32.2698,Valid,30.8326,33.707,2.8744,1.4372,24.8665,84.9655,32.4409,56.9997,17.0566,16.8657,21.3945,38.0132,0.2619,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.799,False,None,1.799,0.076,-0.222,0.262,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Terminal_TempRise_Mean,Ambient_Plus_Terminal; Temp_Gradient_S2_S1; Ambient_Temperature_C
TST-0155,34.3598,Valid,32.9226,35.797,2.8744,1.4372,22.3982,81.841,45.0517,43.0984,15.9808,16.5287,19.8772,39.2784,0.5582,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.846,False,None,1.846,0.357,0.558,0.497,Ambient_Plus_Terminal; Load_Current_A; Sensor_S2; Power_Proxy_kVA,Temp_Gradient_S3_S1; Sensor_S3
TST-0119,52.1909,Valid,50.7537,53.6281,2.8744,1.4372,21.4829,109.4141,39.3748,47.9987,17.0936,18.3126,20.9424,49.3286,0.7924,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.167,False,None,2.167,0.39,0.312,0.792,Load_Current_A; Sensor_S2; Power_Proxy_kVA; Ambient_Plus_Terminal,Temp_Gradient_S3_S1
TST-0295,23.2173,Valid,21.7801,24.6545,2.8744,1.4372,11.1999,76.9108,32.0316,40.1671,9.9929,11.6305,11.661,52.5182,0.2242,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.487,False,None,1.487,0.015,-0.059,-0.224,Temp_Gradient_S2_S1; Applied_Voltage_kV; Test_Duration_min,Ambient_Plus_Terminal; Sensor_S2; Load_Current_A
TST-0229,18.5731,Valid,17.1359,20.0103,2.8744,1.4372,24.0988,30.2592,35.1652,17.3277,13.4571,11.856,18.0257,52.0449,0.3129,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),2.378,False,None,2.378,-0.141,-0.313,0.094,Terminal_TempRise_Mean; Sensor_S3,Load_Current_A; Power_Proxy_kVA; Ambient_Plus_Terminal
TST-0106,21.181,Valid,19.7438,22.6182,2.8744,1.4372,27.8899,39.0658,34.1406,45.3573,16.3451,14.5827,21.403,62.8932,0.5811,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.722,False,None,1.722,0.443,0.357,0.581,Sensor_S2; Terminal_TempRise_Mean; Test_Duration_min; Sensor_S3,Load_Current_A; Temp_Gradient_S2_S1; Power_Proxy_kVA
TST-0052,15.9622,Valid,14.525,17.3994,2.8744,1.4372,14.9172,16.6382,40.491,40.8098,8.6402,8.1441,11.7673,43.1567,0.4539,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),1.326,False,None,1.326,0.2,0.3,0.454,Test_Duration_min; Ambient_Plus_Terminal; Applied_Voltage_kV; Temp_Gradient_S3_S1,Load_Current_A; Sensor_S2; Power_Proxy_kVA
TST-0276,22.4414,Invalid,21.0042,23.8786,2.8744,1.4372,31.3213,19.1904,41.5709,45.9848,9.5361,13.9864,22.1323,33.2518,6.9182,Sensor_S1 physical deviation (6.92 deg C > threshold 1.25),True,Sensor Dropout,Sensor_S1,Critical,Sensor_S1 registered negative drop of 6.92 deg C below expectation (potential loose thermocouple),"100.0% (Z=26.42, residual=6.92 C)",63.5,True,Sensor_S1,63.5,-6.918,0.268,0.071,Sensor_S2; Temp_Gradient_S2_S1; Ambient_Plus_Terminal; Test_Duration_min,Load_Current_A; Power_Proxy_kVA; Terminal_TempRise_Mean
TST-0216,21.6566,Valid,20.2194,23.0938,2.8744,1.4372,13.335,68.3965,30.3267,35.954,10.4274,11.6912,12.6355,,0.2114,Normal Operating Condition,False,None,None,Normal,Sensor readings conform to physical electro-thermal equilibrium,N/A (Normal),0.705,False,None,0.705,-0.106,-0.01,-0.211,Temp_Gradient_S2_S1; Test_Duration_min; Applied_Voltage_kV,Load_Current_A; Ambient_Plus_Terminal; Sensor_S2
